Date,Price
12/16/14,13.19
12/17/14,13.72
12/18/14,14.55
12/19/14,14.62
12/22/14,14.84
12/23/14,14.73
12/24/14,14.82
12/26/14,15.19
12/29/14,15.05
12/30/14,14.82
12/31/14,14.83
1/2/15,14.62
1/5/15,14.01
1/6/15,14.09
1/7/15,14.06
1/8/15,14.04
1/9/15,13.78
1/12/15,13.48
1/13/15,13.62
1/14/15,12.85
1/15/15,12.79
1/16/15,12.87
1/20/15,12.80
1/21/15,13.10
1/22/15,13.44
1/23/15,13.42
1/26/15,13.77
1/27/15,13.73
1/28/15,13.29
1/29/15,13.68
1/30/15,13.57
2/2/15,14.06
2/3/15,14.56
2/4/15,14.57
2/5/15,14.73
2/6/15,14.49
2/9/15,14.50
2/10/15,14.42
2/11/15,14.19
2/12/15,13.53
2/13/15,13.58
2/17/15,13.62
2/18/15,13.63
2/19/15,14.11
2/20/15,14.47
2/23/15,13.82
2/24/15,13.61
2/25/15,13.58
2/26/15,13.81
2/27/15,13.56
3/2/15,13.16
3/3/15,13.30
3/4/15,13.50
3/5/15,13.38
3/6/15,12.93
3/9/15,12.73
3/10/15,12.69
3/11/15,12.92
3/12/15,12.74
3/13/15,12.58
3/16/15,13.05
3/17/15,12.98
3/18/15,13.38
3/19/15,13.04
3/20/15,13.21
3/23/15,13.31
3/24/15,13.45
3/25/15,12.95
3/26/15,12.69
3/27/15,12.33
3/30/15,12.70
3/31/15,12.58
4/1/15,12.51
4/2/15,12.73
4/6/15,13.54
4/7/15,13.55
4/8/15,13.84
4/9/15,14.01
4/10/15,14.06
4/13/15,13.99
4/14/15,13.83
4/15/15,13.86
4/16/15,13.78
4/17/15,13.79
4/20/15,13.68
4/21/15,13.96
4/22/15,14.63
4/23/15,14.57
4/24/15,14.56
4/27/15,15.44
4/28/15,15.37
4/29/15,15.50
4/30/15,15.07
5/1/15,15.07
5/4/15,15.37
5/5/15,15.53
5/6/15,15.36
5/7/15,15.79
5/8/15,15.77
5/11/15,15.97
5/12/15,16.32
5/13/15,16.21
5/14/15,16.27
5/15/15,16.59
5/18/15,16.58
5/19/15,16.48
5/20/15,16.29
5/21/15,16.37
5/22/15,16.52
5/26/15,16.50
5/27/15,16.50
5/28/15,16.76
5/29/15,16.72
6/1/15,16.63
6/2/15,16.56
6/3/15,16.60
6/4/15,16.39
6/5/15,16.61
6/8/15,17.09
6/9/15,17.07
6/10/15,16.71
6/11/15,16.76
6/12/15,16.71
6/15/15,16.69
6/16/15,16.87
6/17/15,17.36
6/18/15,17.46
6/19/15,17.50
6/22/15,17.32
6/23/15,17.84
6/24/15,17.68
6/25/15,17.92
6/26/15,17.81
6/29/15,17.47
6/30/15,17.88
7/1/15,17.94
7/2/15,18.67
7/6/15,18.65
7/7/15,17.86
7/8/15,17.00
7/9/15,17.19
7/10/15,17.28
7/13/15,17.48
7/14/15,17.71
7/15/15,17.54
7/16/15,17.78
7/17/15,18.31
7/20/15,18.82
7/21/15,17.78
7/22/15,17.86
7/23/15,17.81
7/24/15,17.69
7/27/15,16.87
7/28/15,17.65
7/29/15,17.59
7/30/15,17.79
7/31/15,17.74
8/3/15,17.33
8/4/15,17.75
8/5/15,18.01
8/6/15,16.41
8/7/15,16.17
8/10/15,16.08
8/11/15,15.82
8/12/15,15.88
8/13/15,16.17
8/14/15,16.21
8/17/15,17.00
8/18/15,17.38
8/19/15,17.02
8/20/15,16.15
8/21/15,15.38
8/24/15,14.59
8/25/15,14.67
8/26/15,14.99
8/27/15,16.20
8/28/15,16.57
8/31/15,16.60
9/1/15,15.91
9/2/15,16.51
9/3/15,16.37
9/4/15,16.13
9/8/15,16.54
9/9/15,16.59
9/10/15,16.57
9/11/15,16.68
9/14/15,16.88
9/15/15,16.90
9/16/15,17.48
9/17/15,17.47
9/18/15,17.37
9/21/15,17.61
9/22/15,17.40
9/23/15,17.40
9/24/15,17.54
9/25/15,17.13
9/28/15,16.56
9/29/15,16.44
9/30/15,16.56
10/1/15,15.99
10/2/15,16.50
10/5/15,16.41
10/6/15,16.10
10/7/15,15.46
10/8/15,15.11
10/9/15,14.71
10/12/15,14.37
10/13/15,14.62
10/14/15,14.46
10/15/15,14.75
10/16/15,15.13
10/19/15,15.21
10/20/15,14.20
10/21/15,14.01
10/22/15,14.11
10/23/15,13.94
10/26/15,14.35
10/27/15,14.02
10/28/15,14.20
10/29/15,14.11
10/30/15,13.80
11/2/15,14.25
11/3/15,13.89
11/4/15,15.44
11/5/15,15.45
11/6/15,15.49
11/9/15,15.02
11/10/15,14.43
11/11/15,14.61
11/12/15,14.20
11/13/15,13.81
11/16/15,14.29
11/17/15,14.27
11/18/15,14.74
11/19/15,14.79
11/20/15,14.67
11/23/15,14.52
11/24/15,14.55
11/25/15,15.31
11/27/15,15.44
11/30/15,15.35
12/1/15,15.81
12/2/15,15.47
12/3/15,15.51
12/4/15,15.36
12/7/15,15.41
12/8/15,15.11
12/9/15,14.97
12/10/15,15.14
12/11/15,14.47
12/14/15,14.57
12/15/15,14.74
12/16/15,15.63
12/17/15,15.56
12/18/15,15.36
12/21/15,15.50
12/22/15,15.33
12/23/15,15.31
12/24/15,15.37
12/28/15,15.26
12/29/15,15.81
12/30/15,15.87
12/31/15,16.00
1/4/16,14.89
1/5/16,14.90
1/6/16,14.60
1/7/16,14.38
1/8/16,14.07
1/11/16,13.86
1/12/16,14.00
1/13/16,13.35
